onset	duration	trial_type	item
12.62	0	faceRecog_sure_incorrect	fai_07494.png
15.36	0	ret_sure_incorrect	fai_07494.png
15.97	0	retFeedback_sure_incorrect	fai_07494.png
18.74	0	retRating_sure_incorrect	fai_07494.png
20.65	0	retRatingFeedback_sure_incorrect	fai_07494.png
23.52	0	recog_guess_correct	fai_07494.png
23.52	0	recogFeedback_guess_correct	fai_07494.png
28.45	0	recogRating_guess_correct	fai_07494.png
29.55	0	recogRatingFeedback_guess_correct	fai_07494.png
32.98	0	faceRecog_unsure_incorrect	far_00736.png
34.65	0	ret_unsure_incorrect	far_00736.png
36.02	0	retFeedback_unsure_incorrect	far_00736.png
39.53	0	retRating_unsure_incorrect	far_00736.png
40.45	0	retRatingFeedback_unsure_incorrect	far_00736.png
42.95	0	recog_sure_correct	far_00736.png
44.2	0	recogFeedback_sure_correct	far_00736.png
47.65	0	recogRating_sure_correct	far_00736.png
48.46	0	recogRatingFeedback_sure_correct	far_00736.png
52.29	0	faceRecog_unsure_correct	maw_04767.png
55.53	0	ret_unsure_correct	maw_04767.png
56.81	0	retFeedback_unsure_correct	maw_04767.png
59.06	0	retRating_unsure_correct	maw_04767.png
59.44	0	retRatingFeedback_unsure_correct	maw_04767.png
62.62	0	recogNA	maw_04767.png
62.62	0	recogFeedbackNA	maw_04767.png
67.87	0	recogRatingNA	maw_04767.png
69.29	0	recogRatingFeedbackNA	maw_04767.png
72.79	0	faceRecog_guess_correct	fat_12032.png
76.22	0	ret_guess_correct	fat_12032.png
76.72	0	retFeedback_guess_correct	fat_12032.png
79.95	0	retRating_guess_correct	fat_12032.png
80.5	0	retRatingFeedback_guess_correct	fat_12032.png
85.02	0	recog_sure_correct	fat_12032.png
86.65	0	recogFeedback_sure_correct	fat_12032.png
90.38	0	recogRating_sure_correct	fat_12032.png
90.9	0	recogRatingFeedback_sure_correct	fat_12032.png
94.61	0	faceRecog_sure_correct	faj_07783.png
98.04	0	ret_sure_correct	faj_07783.png
98.41	0	retFeedback_sure_correct	faj_07783.png
102.23	0	retRating_sure_correct	faj_07783.png
102.71	0	retRatingFeedback_sure_correct	faj_07783.png
